Dept_Name,Expense_Class,Object_Expenditure,Approp_Type,2024_Actual_New_General,2024_Actual_Automatic,2024_Actual_Total,2025_Program_New_General,2025_Program_Automatic,2025_Program_Total,2026_GAA_New_General,2026_GAA_Automatic,2026_GAA_Total,Page_No
Commission on Elections (COMELEC),Other Benefits,Employees Compensation Insurance Premiums,None,6463,0,6463,5804,0,5804,5779,0,5779,93
Commission on Elections (COMELEC),Other Benefits,Retirement Gratuity,None,0,0,0,28669,0,28669,0,0,0,93
Commission on Elections (COMELEC),Other Benefits,Terminal Leave,None,174609,0,174609,104946,0,104946,76230,0,76230,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Travelling Expenses,None,372003,0,372003,482829,0,482829,318534,0,318534,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,281577,0,281577,4186271,0,4186271,1135563,0,1135563,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,938678,0,938678,719730,0,719730,989984,0,989984,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Utility Expenses,None,58927,0,58927,48779,0,48779,46351,0,46351,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Communication Expenses,None,1177250,0,1177250,122821,0,122821,125303,0,125303,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Professional Services,None,602234,0,602234,16864628,0,16864628,4059460,0,4059460,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,General Services,None,1465518,0,1465518,40975,0,40975,105069,0,105069,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Repairs and Maintenance,None,16645,0,16645,148529,0,148529,15530,0,15530,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,27032,0,27032,17818,0,17818,18139,0,18139,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,6601,0,6601,4727,0,4727,6316,0,6316,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Advertising Expenses,None,4332,0,4332,23475,0,23475,1667,0,1667,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Printing and Publication Expenses,None,561648,0,561648,1174882,0,1174882,2618865,0,2618865,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Representation Expenses,None,82502,0,82502,17947,0,17947,46644,0,46644,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,772618,0,772618,128482,0,128482,408698,0,408698,93
Commission on Elections (COMELEC),Maintenance and Other Operating Services,Rent/Lease Expenses,None,18317614,0,18317614,206180,0,206180,928979,0,928979,93
Commission on Elections (COMELEC),Capital Outlays,Buildings and Other Structures,None,138091,0,138091,3738099,0,3738099,3428854,0,3428854,94
Commission on Elections (COMELEC),Capital Outlays,Machinery and Equipment Outlay,None,262963,0,262963,452926,0,452926,173434,0,173434,94
Commission on Elections (COMELEC),Capital Outlays,Furniture Fixtures and Books Outlay,None,2502,0,2502,0,0,0,0,0,0,94
Office of the Ombudsman (OMB),Salaries and other Lump-sums,Basic Salary,None,1007441,0,1007441,960920,0,960920,1099600,0,1099600,94
Office of the Ombudsman (OMB),Salaries and other Lump-sums,Creation of New Positions,None,0,0,0,0,0,0,57950,0,57950,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Personnel Economic Relief Allowance,None,29025,0,29025,29088,0,29088,28560,0,28560,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Representation Allowance,None,43114,0,43114,44640,0,44640,46116,0,46116,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Transportation Allowance,None,42152,0,42152,44640,0,44640,46116,0,46116,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Clothing and Uniform Allowance,None,8316,0,8316,8484,0,8484,8330,0,8330,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Honoraria,None,5513,0,5513,6038,0,6038,6038,0,6038,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Overtime Pay,None,7125,0,7125,3776,0,3776,3500,0,3500,94
Office of the Ombudsman (OMB),Other Compensation Common to All,Year End Bonus,None,84208,0,84208,80077,0,80077,91633,0,91633,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Mid-Year Bonus Civilian,None,84624,0,84624,80077,0,80077,91633,0,91633,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Cash Gift,None,5969,0,5969,6060,0,6060,5950,0,5950,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Productivity Enhancement Incentive,None,5930,0,5930,6060,0,6060,5950,0,5950,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Step Increment,None,0,0,0,2401,0,2401,2749,0,2749,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Performance Based Bonus,None,38539,0,38539,0,0,0,0,0,0,95
Office of the Ombudsman (OMB),Other Compensation Common to All,Collective Negotiation Agreement,None,36720,0,36720,0,0,0,0,0,0,95
Office of the Ombudsman (OMB),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,488,0,488,551,0,551,551,0,551,95
Office of the Ombudsman (OMB),Other Compensation for Specific Groups,Longevity Pay,None,0,0,0,0,0,0,2437,0,2437,95
Office of the Ombudsman (OMB),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,0,0,1288315,0,1288315,1558842,0,1558842,95
Office of the Ombudsman (OMB),Other Compensation for Specific Groups,Other Personnel Benefits,None,1426106,0,1426106,0,0,0,0,0,0,95
Office of the Ombudsman (OMB),Other Benefits,Pension Civilian Personnel,None,77815,0,77815,85079,0,85079,96803,0,96803,95
Office of the Ombudsman (OMB),Other Benefits,Retirement and Life Insurance Premiums,None,0,66649,66649,0,133289,133289,0,159158,159158,95
Office of the Ombudsman (OMB),Other Benefits,PAG-IBIG Contributions,None,2716,0,2716,2910,0,2910,2858,0,2858,95
Office of the Ombudsman (OMB),Other Benefits,PhilHealth Contributions,None,20292,0,20292,20243,0,20243,21416,0,21416,95
Office of the Ombudsman (OMB),Other Benefits,Employees Compensation Insurance Premiums,None,1453,0,1453,1454,0,1454,1428,0,1428,95
Office of the Ombudsman (OMB),Other Benefits,Retirement Gratuity,None,141413,0,141413,411472,0,411472,313412,0,313412,95
Office of the Ombudsman (OMB),Other Benefits,Terminal Leave,None,20257,0,20257,72511,0,72511,76215,0,76215,95
Office of the Ombudsman (OMB),Other Benefits,Loyalty Award Civilian,None,1080,0,1080,1150,0,1150,1150,0,1150,95
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Travelling Expenses,None,251159,0,251159,246194,0,246194,262580,0,262580,95
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,170684,0,170684,164444,0,164444,178998,0,178998,95
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,428157,0,428157,582147,0,582147,677163,0,677163,95
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Utility Expenses,None,146794,0,146794,180697,0,180697,209319,0,209319,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Communication Expenses,None,113241,0,113241,96153,0,96153,106027,0,106027,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,9094,0,9094,10000,0,10000,10000,0,10000,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Professional Services,None,21521,0,21521,47931,0,47931,47931,0,47931,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,General Services,None,243423,0,243423,234755,0,234755,234755,0,234755,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Repairs and Maintenance,None,77388,0,77388,74732,0,74732,76974,0,76974,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,20511,0,20511,18995,0,18995,18995,0,18995,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,34927,0,34927,26865,0,26865,26865,0,26865,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Confidential Expenses,None,180811,0,180811,1000,0,1000,51468,0,51468,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Advertising Expenses,None,14852,0,14852,14825,0,14825,15271,0,15271,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Printing and Publication Expenses,None,11874,0,11874,10903,0,10903,15731,0,15731,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Representation Expenses,None,22397,0,22397,21375,0,21375,25639,0,25639,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,10080,0,10080,9055,0,9055,13827,0,13827,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Rent/Lease Expenses,None,38248,0,38248,63299,0,63299,161363,0,161363,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,180,0,180,0,0,0,0,0,0,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Subscription Expenses,None,25687,0,25687,48618,0,48618,98449,0,98449,96
Office of the Ombudsman (OMB),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,101242,0,101242,215802,0,215802,165334,0,165334,96
Office of the Ombudsman (OMB),Capital Outlays,Land Outlay,None,167500,0,167500,0,0,0,0,0,0,96
Office of the Ombudsman (OMB),Capital Outlays,Buildings and Other Structures,None,50000,0,50000,50000,0,50000,0,0,0,96
Office of the Ombudsman (OMB),Capital Outlays,Machinery and Equipment Outlay,None,256362,0,256362,279340,0,279340,268998,0,268998,96
Office of the Ombudsman (OMB),Capital Outlays,Transportation Equipment Outlay,None,40012,0,40012,36130,0,36130,36130,0,36130,96
Office of the Ombudsman (OMB),Capital Outlays,Furniture Fixtures and Books Outlay,None,91670,0,91670,91670,0,91670,96670,0,96670,96
Office of the Ombudsman (OMB),Capital Outlays,Other Property Plant and Equipment Outlay,None,18980,0,18980,18980,0,18980,0,0,0,96
Office of the Ombudsman (OMB),Capital Outlays,Intangible Assets Outlay,None,39009,0,39009,39009,0,39009,50609,0,50609,96
Commission on Human Rights (CHR),Salaries and other Lump-sums,Basic Salary,None,411623,0,411623,382786,0,382786,462875,0,462875,97
Commission on Human Rights (CHR),Other Compensation Common to All,Personnel Economic Relief Allowance,None,17047,0,17047,16176,0,16176,16728,0,16728,97
Commission on Human Rights (CHR),Other Compensation Common to All,Representation Allowance,None,5039,0,5039,4806,0,4806,4566,0,4566,97
Commission on Human Rights (CHR),Other Compensation Common to All,Transportation Allowance,None,4673,0,4673,4806,0,4806,4566,0,4566,97
Commission on Human Rights (CHR),Other Compensation Common to All,Clothing and Uniform Allowance,None,5550,0,5550,4718,0,4718,4879,0,4879,97
Commission on Human Rights (CHR),Other Compensation Common to All,Year End Bonus,None,35412,0,35412,31900,0,31900,38179,0,38179,97
Commission on Human Rights (CHR),Other Compensation Common to All,Mid-Year Bonus Civilian,None,33134,0,33134,31900,0,31900,38179,0,38179,97
Commission on Human Rights (CHR),Other Compensation Common to All,Cash Gift,None,3305,0,3305,3370,0,3370,3485,0,3485,97
Commission on Human Rights (CHR),Other Compensation Common to All,Productivity Enhancement Incentive,None,3434,0,3434,3370,0,3370,3485,0,3485,97
Commission on Human Rights (CHR),Other Compensation Common to All,Step Increment,None,0,0,0,957,0,957,1146,0,1146,97
Commission on Human Rights (CHR),Other Compensation Common to All,Performance Based Bonus,None,16600,0,16600,0,0,0,0,0,0,97
Commission on Human Rights (CHR),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,816,0,816,1293,0,1293,1293,0,1293,97
Commission on Human Rights (CHR),Other Compensation for Specific Groups,Other Personnel Benefits,None,22880,0,22880,0,0,0,0,0,0,97
Commission on Human Rights (CHR),Other Benefits,Pension Civilian Personnel,None,16852,0,16852,16960,0,16960,22615,0,22615,97
Commission on Human Rights (CHR),Other Benefits,Retirement and Life Insurance Premiums,None,0,50213,50213,0,45934,45934,0,54977,54977,97
Commission on Human Rights (CHR),Other Benefits,PAG-IBIG Contributions,None,2239,0,2239,1617,0,1617,1673,0,1673,97
Commission on Human Rights (CHR),Other Benefits,PhilHealth Contributions,None,10482,0,10482,9174,0,9174,10798,0,10798,97
Commission on Human Rights (CHR),Other Benefits,Employees Compensation Insurance Premiums,None,758,0,758,809,0,809,837,0,837,97
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Travelling Expenses,None,45260,0,45260,65873,0,65873,70321,0,70321,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,37639,0,37639,55249,0,55249,59400,0,59400,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,37587,0,37587,49079,0,49079,48027,0,48027,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Utility Expenses,None,18527,0,18527,20301,0,20301,21270,0,21270,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Communication Expenses,None,24051,0,24051,27811,0,27811,29616,0,29616,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,72,0,72,0,0,0,0,0,0,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Professional Services,None,42639,0,42639,66391,0,66391,76475,0,76475,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,General Services,None,59324,0,59324,70029,0,70029,68685,0,68685,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Repairs and Maintenance,None,7398,0,7398,5494,0,5494,10624,0,10624,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,5562,0,5562,19981,0,19981,57340,0,57340,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,5523,0,5523,1828,0,1828,2768,0,2768,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,2351,0,2351,3496,0,3496,3496,0,3496,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Confidential Expenses,None,1000,0,1000,1000,0,1000,1000,0,1000,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Advertising Expenses,None,1655,0,1655,170,0,170,148,0,148,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Printing and Publication Expenses,None,4881,0,4881,12893,0,12893,14256,0,14256,98
Commission on Human Rights (CHR),Maintenance and Other Operating Services,Representation Expenses,None,12712,0,12712,10071,0,10071,10178,0,10178,98
